"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"3596218098";"3596218098";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3596221234";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596237874";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596247500";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596287200";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596850185";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3608932240";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"360893541X";"360893541X";"3608935428";"3608935436";"3257200552";"3404145909";"3404148576";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508"
"3608935428";"360893541X";"3608935428";"3608935436";"3257200552";"3404145909";"3404148576";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508"
"3608935436";"360893541X";"3608935428";"3608935436";"3257200552";"3404145909";"3404148576";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508"
"3704320196";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3714500799";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"374661922X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3764501383";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3770131495";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3772402542";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3772420176";"3419528078";"3423118709";"3453034120";"3772420176";"3806852456";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195"
"3775713328";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3785527195";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3791535889";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3794170180";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3806852456";"3419528078";"3423118709";"3453034120";"3772420176";"3806852456";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195"
"3808572612";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3809024589";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3809407536";"3809407536";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3809410357";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3821812028";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3821815191";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3822858617";"0618045996";"3822858617";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"3886807843";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3922524443";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3922708072";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3932069234";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"457871971";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"680ISBN359623";"680ISBN359623";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"7321578936";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8401009421";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8401327199";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8401328322";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8401461189";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8401462231";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8401471796";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"840149236X";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"840149768X";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8401499917";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8402007287";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8402065945";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8408011200";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8408040383";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8420427462";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8420430943";"8420430943";"8420636282";"8432205311";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"8420432113";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"8420444367";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"8420457477";"8420457477";"8448034023";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8420600369";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8420603066";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8420636282";"8420430943";"8420636282";"8432205311";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"8420789895";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8422655500";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"8422657104";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"842265783X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8422693445";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8423310353";"0713628944";"1853260665";"2070414256";"2070419657";"2253063339";"2253137243";"2253144452";"2253152072";"226612269X";"2702400612";"2702401694"
"8423314901";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8423325105";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"842333533X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8423662152";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8423918335";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8423951537";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8423970647";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8423976645";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"8423996565";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8424130081";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8425330866";"8425330866";"8481301213";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8426105084";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8426109799";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"8426429807";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8426449476";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8426449573";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8427007450";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8427911769";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8429712372";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8429714936";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"842975295";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8429753419";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8432087653";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8432205311";"8420430943";"8420636282";"8432205311";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"8432227706";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"843223138X";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8433914456";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8433967606";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8434811634";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8434830809";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8434840391";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8437606322";"2864322102";"8437606322";"8466300821";"8478442588";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
"8437608570";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8439598459";"8439598459";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8440627203";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8440630921";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8440630922";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8440682697";"8440682697";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8440696833";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"844140321X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8445071572";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8445072919";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8447306194";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8447312054";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8448034023";"8420457477";"8448034023";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8449416078";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8466300821";"2864322102";"8437606322";"8466300821";"8478442588";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
"8470394126";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8471662531";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8472230082";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8472453723";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8473068971";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8474104823";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"8474263123";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8474541913";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8475071163";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8475251471";"8475251471";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8475961290";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8476722338";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"847765011X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8478091351";"457871971";"840149768X";"8401499917";"8420600369";"8420603066";"8423918335";"8426105084";"8426429807";"843223138X";"8437608570";"8440630921"
"8478442588";"2864322102";"8437606322";"8466300821";"8478442588";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
"8478809783";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8478884831";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8478885218";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8478885463";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8478886044";"8423996565";"8426449476";"8426449573";"8478884831";"8478885218";"8478885463";"8478886044";"000225669X";"0006379702";"000651118X";"002542730X"
"8481301213";"8425330866";"8481301213";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8481305464";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8482180088";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8483221306";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8484330478";"8484330478";"8484332039";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8484332039";"8484330478";"8484332039";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8484601072";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8489163499";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8495368099";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8495501090";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8495501198";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8495618052";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8496075850";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8496077152";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8496077209";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8496246140";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8496280012";"8496280012";"B158991965";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8497931467";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8500010452";"0425167097";"042518109X";"0425188221";"8500010452";"8501023450";"8571648972";"8588615126";"8589885291";"000225669X";"0006379702";"000651118X"
"8501023450";"0425167097";"042518109X";"0425188221";"8500010452";"8501023450";"8571648972";"8588615126";"8589885291";"000225669X";"0006379702";"000651118X"
"8530805461";"8530805461";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8571648972";"0425167097";"042518109X";"0425188221";"8500010452";"8501023450";"8571648972";"8588615126";"8589885291";"000225669X";"0006379702";"000651118X"
"8588615126";"0425167097";"042518109X";"0425188221";"8500010452";"8501023450";"8571648972";"8588615126";"8589885291";"000225669X";"0006379702";"000651118X"
"8589885291";"0425167097";"042518109X";"0425188221";"8500010452";"8501023450";"8571648972";"8588615126";"8589885291";"000225669X";"0006379702";"000651118X"
"8804321008";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8804375299";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8804407808";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8804464895";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8804510579";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8804512652";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8806144146";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8806155873";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8806162160";"8806162160";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"880701601X";"880701601X";"8817134899";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8807700735";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8807806746";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8807810751";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"880781112X";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8807812495";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8807813157";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8807813858";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8807816059";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8807817144";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8817106100";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8817112917";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8817134899";"880701601X";"8817134899";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"8817151068";"8817151068";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8817860751";"8817860751";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8817877028";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8820024381";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"883041915X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8831760122";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8833908488";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8838910987";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8842806978";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8845219747";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8845249689";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"884590184X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8845915913";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8846200624";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"88741800047";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8876846565";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8877825200";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
